Period,StationNames,MaxTemp,MinTemp,Rainfall,RelativeHumidity,WindSpeed,CloudCoverage,BrightSunshine,StationNumber,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT
1959.12,Barisal,27.2,14.8,0,78,0.337037037,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1960.12,Barisal,28.3,15.1,0,75,0.1,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1961.12,Barisal,26.6,12.6,0,82,0.2,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1962.12,Barisal,27.7,14.5,0,71,0.2,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1963.12,Barisal,29.4,15.3,0,77,0.1,0.6,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1964.12,Barisal,27.8,13.7,0,63,0.2,1.3,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1965.12,Barisal,27.8,13.7,16,81,0.6,3.3,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1966.12,Barisal,27.8,13.7,53,82,0.3,2.1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4
1967.12,Barisal,28.1,13.1,0,75,0.4,1.6,8.1,41950,536809.8,510151.9,22.7,90.36,4
1968.12,Barisal,29.7,12.2,0,78,0.6,1.3,6.2,41950,536809.8,510151.9,22.7,90.36,4
1969.12,Barisal,28.1,12.9,0,78,0.5,1.6,9.2,41950,536809.8,510151.9,22.7,90.36,4
1970.12,Barisal,27.2,12.2,0,76,0.5,0.2,9.8,41950,536809.8,510151.9,22.7,90.36,4
1971.12,Barisal,28.6,13.4,0,63,0.9,1.7,9.2,41950,536809.8,510151.9,22.7,90.36,4
1972.12,Barisal,30.9,13.6,0,77,0.5,0.8,10.2,41950,536809.8,510151.9,22.7,90.36,4
1973.12,Barisal,26.7,14,197,82,0.7,1.5,9.7,41950,536809.8,510151.9,22.7,90.36,4
1974.12,Barisal,27.2,12.4,0,78,0.4,0.1,10.4,41950,536809.8,510151.9,22.7,90.36,4
1975.12,Barisal,27.2,11,0,63,0.2,0.2,8.1,41950,536809.8,510151.9,22.7,90.36,4
1976.12,Barisal,29.6,12.3,25,76,0.3,0.6,8.1,41950,536809.8,510151.9,22.7,90.36,4
1977.12,Barisal,29.4,13.7,0,77,0.2,1,8.3,41950,536809.8,510151.9,22.7,90.36,4
1978.12,Barisal,30.3,12.5,0,76,0.3,0.6,8.1,41950,536809.8,510151.9,22.7,90.36,4
1979.12,Barisal,28.4,14.8,47,80,0.3,0.9,9,41950,536809.8,510151.9,22.7,90.36,4
1980.12,Barisal,28.3,13.9,0,76,0.4,1.6,7.1,41950,536809.8,510151.9,22.7,90.36,4
1981.12,Barisal,28.7,13,33,76,0.6,2.1,7.5,41950,536809.8,510151.9,22.7,90.36,4
1982.12,Barisal,28.2,12,11,76,0.3,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4
1983.12,Barisal,28.4,12.8,19,83,0.3,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4
1984.12,Barisal,29.5,13,1,84,0.4,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4
1985.12,Barisal,30,13.4,0,84,0.2,0.7,8.4,41950,536809.8,510151.9,22.7,90.36,4
1986.12,Barisal,29.5,14.3,1,88,0.1,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4
1987.12,Barisal,29,14.1,0,83,0.1,1.3,8.3,41950,536809.8,510151.9,22.7,90.36,4
1988.12,Barisal,29.4,15.5,0,84,0.2,0.7,8.1,41950,536809.8,510151.9,22.7,90.36,4
1989.12,Barisal,28.5,12.3,0,81,0.3,0.6,8.3,41950,536809.8,510151.9,22.7,90.36,4
1990.12,Barisal,29.2,13.9,30,82,0.2,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4
1991.12,Barisal,29.4,13.4,16,82,0.2,1.8,6.8,41950,536809.8,510151.9,22.7,90.36,4
1992.12,Barisal,28,12.2,0,82,0.3,0.5,7.5,41950,536809.8,510151.9,22.7,90.36,4
1993.12,Barisal,29.5,13.8,0,81,0.2,1.3,7.6,41950,536809.8,510151.9,22.7,90.36,4
1994.12,Barisal,30.1,12,0,76,0.2,0.5,7.8,41950,536809.8,510151.9,22.7,90.36,4
1995.12,Barisal,29.5,13.2,0,71,0.1,0.2,7.3,41950,536809.8,510151.9,22.7,90.36,4
1996.12,Barisal,30.2,13.4,1,81,0.1,1.6,6.2,41950,536809.8,510151.9,22.7,90.36,4
1997.12,Barisal,29.6,13.4,12,89,0.4,2.1,4.2,41950,536809.8,510151.9,22.7,90.36,4
1998.12,Barisal,31.5,14.5,0,83,0.2,0.3,8.7,41950,536809.8,510151.9,22.7,90.36,4
1999.12,Barisal,29.8,13.9,2,82,0.1,0.8,8.1,41950,536809.8,510151.9,22.7,90.36,4
2000.12,Barisal,28.8,12.9,0,82,0.1,0.2,9.4,41950,536809.8,510151.9,22.7,90.36,4
2001.12,Barisal,29.8,13.3,0,86,0.1,0.8,7.6,41950,536809.8,510151.9,22.7,90.36,4
2002.12,Barisal,30,14.7,0,83,0.1,0.3,8.2,41950,536809.8,510151.9,22.7,90.36,4
2003.12,Barisal,29.5,14.7,28,84,0,1.7,6.2,41950,536809.8,510151.9,22.7,90.36,4
2004.12,Barisal,29.5,14.9,0,87,0,0.5,6.9,41950,536809.8,510151.9,22.7,90.36,4
2005.12,Barisal,30,14,3,84,0.4,1.6,7.8,41950,536809.8,510151.9,22.7,90.36,4
2006.12,Barisal,29.8,13.9,0,83,0.1,0.4,7.9,41950,536809.8,510151.9,22.7,90.36,4
2007.12,Barisal,28.8,13.9,0,81,0.3,0.9,5.4,41950,536809.8,510151.9,22.7,90.36,4
2008.12,Barisal,29.7,15.4,0,87,0.1,0.9,6.2,41950,536809.8,510151.9,22.7,90.36,4
2009.12,Barisal,29.5,13.1,0,82,0.6,0.5,7,41950,536809.8,510151.9,22.7,90.36,4
2010.12,Barisal,30.3,13.5,27,82,0.4,1.4,6.2,41950,536809.8,510151.9,22.7,90.36,4
2011.12,Barisal,30.6,14.3,0,84,1.2,2.4,5.6,41950,536809.8,510151.9,22.7,90.36,4
2012.12,Barisal,28.8,12.7,0,85,1.4,1.1,5.9,41950,536809.8,510151.9,22.7,90.36,4
2013.12,Barisal,29.5,14.2,0,82,1,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4
